Library,Commit,bug report,Date,PR/Issue,Violation,Root Cause,Impact,Action,condition,Fixing pattern,Fixing element,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/27de8e717c1bec91398f5a6be6c7287b657fc960," Improve shape function for CudnnRNNParamsSize. In cudnn_rnn_ops.cc, the CudnnRNNParamsSize does not have restrictions on num_layers, num_units, and input_size, though they all should be scalars. This fix adds the shape check of num_layers, num_units, and input_size for CudnnRNNParamsSize.",2018-07-27 3:20:25,,missing,tensor shape mismatch,incorrect functionality,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/02703f9525696f4788496745f6756585c1c546a3,Fix crash in range sampler by adding a range check in the sampler op.,2017-02-15 1:50:18,,missing,tensor shape mismatch,crash,add,if checker,others,others,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/4a1d1c8413a3752af7dc91a7128e202660b0f05c," Fix mismatch of shape restriction in DrawBoundingBoxes. In the kernel of DrawBoundingBoxes, the shape of the input images should be 4-D. Though in the shape function, at the end `UnchangedShapeWithRankAtLeast(c, 3)` was used instead (at the beginning of the shape function the validation is `WithRank(c->input(0), 4, &images)` which is correct). This fix address the discrepancy by changing to `UnchangedShape`.",2018-05-29 17:15:16,,improper,tensor shape mismatch,crash,update,type checking api,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/181ca305a7954ce86a453a39db0b4f6d10b82720," Add shape validation in shape function of MapAndBatchDataset. In MapAndBatchDataset, batch_size, num_parallel_batches, and drop_remainder are 0-D scalars. This fix adds the shape check to those Inputs. Note since the Input of `other_arguments` is a list and is before `batch_size`, the shape of the `batch_size` and others could not be obtained through index like `c->input(2)` etc directly. It is still possible to obtain the ShapeHandle with names `c >input(""batch_size"", &batch_size)`, though.",2018-05-15 10:51:40,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/6e153325b66330dafea4e4e8b67b5d56b1a37852, [XLA:GPU] Handle edge case in Triton Softmax rewriter where bitcast produces a scalar. This avoids crashing within last_dimension when attempting to match.,2023-07-14 7:46:03,,missing,tensor shape mismatch,crash,add,if checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/429f009d2b2c09028647dd4bb7b3f6f414bbaad7, Add remaining missing validation to `BoostedTreesCalculateBestFeatureSplit`,2021-07-28 16:43:55,,missing,tensor shape mismatch,crash,add,if checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/9d3cce4c7525bad6743f84302e5f6355a3fd8fe5, Fix crash in BlockLSTM. This PR tries to address the issue raised in 58175 in addressing the crash of BlockLSTM when invalid input is provided.,2023-01-09 17:12:32,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/2c72ca8c439d64268e849ef81cde78f464e95ca2,"add rank checking for ADD, MUL, and DIV ",2022-12-21 20:45:40,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/d94ffe08a65400f898241c0374e9edc6fa8ed257," Prevent an OOB read in expand_dims.cc. The for loop that follows this check assumes that `axis` is between `0` and `input_dims.size`. If user supplied `axis` is negative, the if code before this check is supposed to bring it back to positive (similar to how in Python one can do `l[-3]` to mean `l[-3 + len(l)]`).",2021-07-27 17:52:03,,missing,edge cases,crash,add,macro checker,tensor dimension is valid,negative dimension,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/0e3574d39c66d937fa9f9d2e25554aab0066f250,Add rank check to Sub op delegation to NNAPI,2020-04-22 11:33:35,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/a680ed0bf03d5ca3b2c4a70c0d95eeebc20da6d6," For Substr check pos and len rank equality only when their rank is known. This fixes a bug where len has unknown rank, while pos has known shape. The WithRank(...) check returned error in such a case. Here we compare their ranks only when both pos and len have known rank.",2019-10-17 20:10:41,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/50f6683ca50e6d4e7008d6d1b437b407d6a62e92,Add shape check for batch related Dataset ops. * Add shape check for PrefetchDataset * Add BatchDataset shape check  * Add shape check for SlideDataset * Add shape check for DenseToSparseBatchDataset,2018-04-19 12:13:21,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/edb29d02765b45e712042725dc06b65f5e610327,Add shape check to TextLineDataset op,2018-04-19 12:10:53,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/9187be7adff07be82856add498aa3ff4b5f95998,add checks for compression_type and buffer_size also,2018-04-18 12:05:05,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/779664494d43b18a812361197dcbea2f25912c02,Add shape check to TextLineDataset op,2018-04-18 8:12:14,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/48f7e377963a951b77cbf111675931fd4248b090,Add shape check to TFRecordDataset,2018-04-17 17:59:50,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/c4dea2255c71037c9cade9cbd1d7820b3429b3fa,Add shape check for buffer_size with TFRecordDataset,2018-04-16 21:31:54,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/d97ffbdf362fa7d06ef8d946c8620ff7a3a50a08,Add shape check for compression_type in TFrecordDataset,2018-04-16 21:30:42,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/7586dee9aa8b4b63143ab658ca59658aaed0df97," Add shape check to TFRecordDataset. The inputs of TFRecordDataset have the requirements for shapes. However, the check was not done in the shape function. This fix adds shape checks whenever possible.",2018-04-16 21:28:30,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/851177fee860211e2fabcb019d644e75b7f701b0,Add shape check for shift of tf.roll,2018-04-16 21:17:51,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/3f796ff8c9e6d7ff88f99c056b78e88fb0b31114,Add axis shape check for tf.roll,2018-04-16 21:17:51,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/10467d29e05d9957a6e3cb2335f8eeba1fd8896e," Improve shape function check for tf.roll. The `tf.roll` op has requirements for the shape of inputs. However, the shape of the inputs are only done at the runtime inside the kernel. This fix improve the shape function so that the check could be done early if shape is already known in the shape function.",2018-04-16 21:17:51,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/7254b098e04c5deba029b06967803422cdf329e6,"InferenceContext::UnknownShapeOfRank support unknown rank, check rank>=0",2017-05-22 15:25:48,,missing,edge cases,crash,add,macro checker,tensor dimension is valid,negative dimension,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/41deb95a7bde735d3c8b9adedd8b1fe8c1ef2732,"support unknown rank, check rank>=0",2017-05-20 22:19:01,,missing,edge cases,crash,add,macro checker,tensor dimension is valid,negative dimension,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/8b742f8559e88474735d0a2c03e00da65e40b412,Fix check error on shape overflow.,2023-05-03 13:28:05,,missing,tensor shape mismatch,numerical error,add,macro checker,tensor shape is valid,others,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/1595906c2192b7f402f746652042a592ad290378, Prevent CHECK-fail DOS in BoostedTreesSparseAggregateStatsOp. Calling `tensor->matrix` should only happen after checking that the tensor shape implies a matrix.,2021-11-18 22:27:23,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/54c94431e5dd17fc46d99da1a3f132c76414c161, Prevent CHECK-fail DOS in BoostedTreesSparseAggregateStatsOp. Calling `tensor->matrix` should only happen after checking that the tensor shape implies a matrix.,2021-11-18 22:22:30,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/5d96267d907ac2119cbccf1416b749195e8fd8de, Prevent CHECK-fail DOS in BoostedTreesSparseAggregateStatsOp. Calling `tensor->matrix` should only happen after checking that the tensor shape implies a matrix.,2021-11-18 22:15:24,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/41ab69692ede0db3422fa70bc5889d470741e69c," Check for tensors to be vectors in BoostedTreesSparseAggregateStatsOp. Calling `tensor->vec` should only happen after checking that the tensor shape implies a vector. Otherwise, we can get denial of service via `CHECK`-fails",2021-11-19 10:24:55,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/8d733ecdb270dd90b2b5f53fd220d5ce17a5e20f," Check for tensors to be vectors in BoostedTreesSparseAggregateStatsOp. Calling `tensor->vec` should only happen after checking that the tensor shape implies a vector. Otherwise, we can get denial of service via `CHECK`-fails",2021-11-18 23:21:35,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/f482488b481a799ca07e7e2d153cf47b8e91a60c, TFLite OpenGL ES delegate: out of boundary writes fixed for bhwc->phwc4 conversion.,2019-11-21 19:37:21,,missing,out of bound access,crash,add,checker api,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/63c6a29d0f2d692b247f7bf81f8732d6442fad09,"Add missing validation, prevent heap OOB",2021-05-05 21:18:17,,missing,out of bound access,crash,add,macro checker,output and input tensors has same size,tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/9596f534200201bc8206b297f17ec3c5cc9fcff8,Fix OOB check for result_index in header generation,2018-06-21 15:35:45,,improper,out of bound access,crash,update,macro checker,output and input tensors has same size,tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/58759659ee547a957c5d36e72f2274ab34fdb6cb,Fix OOB check for result_index in header generation,2018-06-20 14:02:39,,improper,out of bound access,crash,update,macro checker,output and input tensors has same size,tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/d6ed5bcfe1dcab9e85a4d39931bd18d99018e75b,Add missing validation in QuantizedBatchNormWithGlobalNormalization,2021-04-23 14:54:50,,missing,tensor shape mismatch,crash,add,macro checker,tensor size is valid,tensor size,,,
